1,3.33109E+04
2,3.00416E+04
3,2.82114E+04
4,2.82782E+04
5,2.98627E+04
6,3.21168E+04
7,3.44976E+04
8,3.68720E+04
9,3.92433E+04
10,4.14951E+04
11,4.34350E+04
12,4.49294E+04
13,4.60952E+04
14,4.71721E+04
15,4.81807E+04
16,4.87878E+04
17,4.88396E+04
18,4.86935E+04
19,4.89676E+04
20,5.09815E+04
21,5.55575E+04
22,6.22460E+04
23,6.94150E+04
24,7.53002E+04
25,7.90830E+04
26,8.04772E+04
27,7.95091E+04
28,7.61102E+04
29,7.04034E+04
30,6.30250E+04
31,5.46821E+04
32,4.64238E+04
33,3.94179E+04
34,3.40256E+04
35,3.02291E+04
36,2.78121E+04
37,2.60766E+04
38,2.45034E+04
39,2.27095E+04
40,2.08800E+04
41,1.91941E+04
42,1.77079E+04
43,1.62051E+04
44,1.47002E+04
45,1.34570E+04
46,1.21324E+04
47,1.07844E+04
48,9.78719E+03
49,9.07013E+03
50,8.59546E+03
51,8.36106E+03
52,8.43128E+03
53,8.70075E+03
54,9.01764E+03
55,9.32061E+03
56,9.64281E+03
57,9.98043E+03
58,1.02554E+04
59,1.04273E+04
60,1.05019E+04
61,1.04681E+04
62,1.03252E+04
63,1.00466E+04
64,9.58065E+03
65,8.88885E+03
66,7.97877E+03
67,6.84698E+03
68,5.44184E+03
69,3.71638E+03
70,1.63675E+03
71,-7.78242E+02
72,-3.51938E+03
73,-6.53270E+03
74,-9.70124E+03
75,-1.29320E+04
76,-1.61714E+04
77,-1.92571E+04
78,-2.20718E+04
79,-2.44908E+04
80,-2.65422E+04
81,-2.81563E+04
82,-2.93623E+04
83,-3.04542E+04
84,-3.15044E+04
85,-3.23869E+04
86,-3.32140E+04
87,-3.39970E+04
88,-3.47096E+04
89,-3.53618E+04
90,-3.59694E+04
91,-3.65126E+04
92,-3.66699E+04
93,-3.64553E+04
94,-3.60607E+04
95,-3.62849E+04
96,-3.64773E+04
97,-3.64850E+04
98,-3.65802E+04
99,-3.70290E+04
100,-3.77214E+04
101,-3.85444E+04
102,-3.94398E+04
103,-4.03093E+04
104,-4.11045E+04
105,-4.17981E+04
106,-4.23567E+04
107,-4.27717E+04
108,-4.30621E+04
109,-4.32829E+04
110,-4.34815E+04
111,-4.35769E+04
112,-4.34956E+04
113,-4.33264E+04
114,-4.31834E+04
115,-4.30245E+04
116,-4.28015E+04
117,-4.25380E+04
118,-4.23345E+04
119,-4.22348E+04
120,-4.21714E+04
121,-4.20411E+04
122,-4.17678E+04
123,-4.13224E+04
124,-4.07527E+04
125,-4.01724E+04
